artist;song;duration_ms;year;tempo;genre;energy;key;loudness
Rich Homie Quan;Flex (Ooh, Ooh, Ooh);176674;2015;163.993;hip hop, pop;0.615;6;-7.534
Coldplay;Hymn for the Weekend;258266;2015;90.027;rock, pop;0.693;0;-6.487
Justin Timberlake;What Goes Around.../...Comes Around (Interlude);448573;2006;76.0;pop;0.723;7;-4.751
Kesha;Blow;219973;2010;120.013;pop, Dance/Electronic;0.729;11;-3.862
3LW;No More (Baby I'ma Do Right);263440;2000;88.933;pop, R&B;0.723;2;-7.08
Shakira;Underneath Your Clothes;224066;2001;165.508;pop, latin;0.597;8;-5.328
50 Cent;Disco Inferno;214226;2005;97.018;hip hop, pop;0.659;3;-4.763
Nickelback;Gotta Be Somebody;252653;2008;115.998;rock, metal;0.89;0;-5.222
Gary Jules;Mad World (Feat. Michael Andrews);189506;2001;174.117;pop;0.0581;3;-17.217
Fort Minor;Where'd You Go (feat. Holly Brook & Jonah Matranga);231866;2005;179.999;hip hop, pop, rock;0.819;1;-3.309
112;Peaches & Cream;193093;2001;203.862;hip hop, pop, R&B;0.52;4;-6.255
Lost Frequencies;Are You With Me - Radio Edit;138842;2014;121.03;pop, Dance/Electronic;0.574;5;-9.882
BTS;Boy With Luv (feat. Halsey);229773;2019;119.991;pop;0.862;11;-4.757
6ix9ine;GUMMO;157643;2018;157.036;hip hop;0.775;2;-4.926
Bruno Mars;Treasure;178560;2012;116.017;pop;0.692;5;-5.28
DMX;X Gon' Give It To Ya;217586;2007;95.027;hip hop, pop;0.899;10;-3.09
Sugababes;Round Round;236426;2002;126.607;pop, R&B;0.845;6;-3.802
Jonas Brothers;Only Human;183000;2019;94.01;pop;0.496;0;-5.883
The Chainsmokers;Something Just Like This;247160;2017;103.019;pop, Dance/Electronic;0.635;11;-6.769
Lloyd;You;273133;2007;130.159;hip hop, pop, R&B;0.876;5;-6.008
Ne-Yo;Because Of You;266840;2007;109.97;pop, R&B;0.538;0;-5.784
LeAnn Rimes;I Need You;229826;2001;144.705;pop, country;0.736;7;-7.124
X Ambassadors;Renegades;195200;2015;90.052;hip hop, rock, pop;0.862;2;-6.003
Kylie Minogue;Spinning Around;207866;2000;120.043;pop, Dance/Electronic;0.662;6;-7.645
The Roots;The Seed (2.0);267933;2002;111.121;hip hop;0.957;7;-2.281
Taylor Swift;I Knew You Were Trouble.;219720;2012;77.019;pop;0.469;3;-6.798
Finger Eleven;Paralyzer;208106;2007;106.031;rock, metal;0.939;11;-3.486
Twenty One Pilots;Stressed Out;202333;2015;169.977;rock;0.637;4;-5.677
Vanessa Carlton;A Thousand Miles;237493;2002;94.931;Folk/Acoustic, pop;0.825;11;-3.862
Sam Sparro;Black & Gold - Radio Edit;212360;2008;135.968;pop, Dance/Electronic;0.703;4;-5.65
S Club 7;Don't Stop Movin';233626;2001;117.033;pop;0.672;7;-6.133
MIKA;Love Today;235173;2006;124.484;pop;0.913;4;-4.981
Katy Perry;The One That Got Away;227333;2012;133.962;pop;0.792;1;-4.023
Little Mix;Wings;219733;2012;114.962;pop;0.875;7;-3.141
D12;How Come;249533;2004;89.983;hip hop, pop, rock;0.858;9;-2.221
AJR;Weak;201160;2017;123.98;rock;0.637;5;-4.518
Cali Swag District;Teach Me How to Dougie;237480;2011;85.013;hip hop, pop;0.438;11;-4.981
A1;Caught in the Middle;206466;2001;96.072;pop;0.874;5;-5.122
Kid Cudi;Day 'N' Nite (Nightmare);221240;2009;138.018;hip hop;0.443;11;-6.359
Selena Gomez;Good For You;221560;2015;88.928;pop;0.676;5;-6.447
Kings of Leon;Sex on Fire;203346;2008;153.398;rock;0.905;9;-5.653
Beyoncé;Naughty Girl;208600;2003;99.973;pop, R&B;0.466;6;-8.65
Sam Smith;"Writing's On The Wall - From ""Spectre"" Soundtrack";278987;2015;81.418;pop;0.302;5;-8.19
OneRepublic;Rich Love (with Seeb);201256;2017;104.592;pop;0.872;1;-3.641
Nas;I Can;253720;2002;95.313;hip hop;0.885;6;-3.914
Wiz Khalifa;Black and Yellow;217666;2011;164.02;hip hop, pop;0.834;2;-4.524
Avicii;Without You (feat. Sandro Cavazza);181672;2017;133.993;pop, Dance/Electronic;0.858;2;-4.844
Little Mix;Black Magic;211773;2015;111.987;pop;0.896;4;-4.467
Olly Murs;Wrapped Up (feat. Travie McCoy);185640;2014;121.989;pop, Dance/Electronic;0.848;1;-4.696
Miley Cyrus;Can't Be Tamed;168213;2010;116.98;pop;0.91;11;-2.919
Kylie Minogue;Wow;190973;2007;124.072;pop, Dance/Electronic;0.884;9;-5.466
Lil Wayne;Right Above It;271946;2010;76.052;hip hop, pop;0.841;3;-4.348
Anuel AA;Secreto;258800;2019;91.987;latin;0.803;11;-4.156
Dominic Fike;3 Nights;177666;2018;151.891;rock, pop;0.518;7;-6.594
Panjabi MC;Mundian to Bach Ke;244666;2003;98.077;World/Traditional, hip hop;0.879;8;-4.951
Brian McFadden;Almost Here;229826;2004;77.984;set();0.452;9;-7.324
Sugababes;About You Now;212400;2007;82.499;pop, R&B;0.699;1;-6.065
David Guetta;She Wolf (Falling to Pieces) [feat. Sia];222500;2012;129.973;hip hop, pop, Dance/Electronic;0.857;7;-2.634
Eminem;River (feat. Ed Sheeran);221013;2017;90.09;hip hop;0.749;8;-5.916
Ja Rule;Mesmerize;278693;2002;90.079;hip hop, pop, R&B;0.646;1;-6.653
DMX;Party Up;268866;1999;201.936;hip hop, pop;0.931;11;-3.302
Katy Perry;California Gurls;234653;2012;125.014;pop;0.754;0;-3.729
Rihanna;Stay;240706;2012;111.893;hip hop, pop, R&B;0.31;9;-10.164
Baha Men;Who Let The Dogs Out;198400;2000;129.221;R&B;0.887;0;-4.505
DJ Casper;Cha Cha Slide - Hardino Mix;222146;2004;131.012;set();0.911;11;-6.722
La Roux;In For The Kill;248626;2009;150.01;pop, Dance/Electronic;0.969;8;-0.276
Yung Joc;It's Goin' Down (feat. Nitti);241840;2006;84.003;hip hop, pop;0.577;1;-7.702
Paloma Faith;Only Love Can Hurt Like This;232893;2014;90.99;pop, R&B, Dance/Electronic;0.885;8;-4.528
Jibbs;Chain Hang Low;207586;2006;157.147;hip hop, pop;0.589;4;-6.869
Far East Movement;Rocketeer;211253;2010;96.005;hip hop, pop;0.845;4;-6.115
Taylor Swift;Blank Space;231826;2014;95.997;pop;0.703;5;-5.412
Avant;Read Your Mind;263506;2003;73.108;pop, R&B;0.381;8;-6.696
Kanye West;Heartless;211000;2008;87.999;hip hop;0.647;10;-5.983
Fort Minor;Remember the Name (feat. Styles of Beyond);230493;2005;84.858;hip hop, pop, rock;0.835;8;-4.162
Hayden James;NUMB;217296;2019;147.932;pop, Dance/Electronic;0.558;10;-7.046
Sebastian Ingrosso;Reload - Radio Edit;221272;2013;128.045;pop, Dance/Electronic;0.724;9;-4.633
Pitbull;Timber (feat. Ke$ha);204160;2012;129.992;hip hop, pop, latin;0.963;11;-4.087
The xx;Intro;127920;2009;100.363;rock;0.778;9;-8.871
Nicki Minaj;Anaconda;260240;2014;129.994;hip hop, pop;0.605;9;-6.223
Robbie Williams;Radio;233600;2004;130.015;pop, rock;0.874;5;-5.409
Machine Gun Kelly;Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha);202804;2017;82.034;hip hop, pop;0.718;3;-5.232
Reik;Me Niego (feat. Ozuna & Wisin);221653;2018;94.023;pop, latin;0.779;0;-4.449
Drake;Passionfruit;298940;2017;111.98;hip hop, pop, R&B;0.463;11;-11.377
Aloe Blacc;I Need A Dollar;243053;2010;95.498;R&B;0.482;6;-7.116
Beyoncé;Check On It (feat. Slim Thug);211186;2006;166.104;pop, R&B;0.887;7;-3.887
Missy Elliott;4 My People (feat. Eve);289373;2001;121.392;hip hop, pop, R&B;0.701;1;-7.503
JAY-Z;Run This Town;267520;2009;86.844;hip hop;0.924;1;-1.802
Shakira;She Wolf;188866;2009;121.983;pop, latin;0.69;7;-7.448
Fragma;Everytime You Need Me - Radio Version;213346;2001;137.029;pop, Dance/Electronic;0.917;11;-5.459
3 Doors Down;Let Me Go;243053;2012;92.004;pop, rock, metal;0.863;1;-4.914
Ed Sheeran;Don't;219840;2014;95.049;pop;0.608;1;-7.008
Ariana Grande;One Last Time;197266;2014;125.026;pop;0.593;8;-5.036
Marshmello;FRIENDS;202620;2018;95.079;pop, Dance/Electronic;0.88;9;-2.384
Dua Lipa;IDGAF;217946;2017;97.028;pop;0.544;7;-5.975
Gorillaz;Clint Eastwood;340920;2001;167.953;hip hop;0.694;10;-8.627
Kanye West;Can't Tell Me Nothing;271600;2007;80.029;hip hop;0.62;5;-6.133
Shop Boyz;Party Like A Rock Star;253400;2007;144.972;hip hop, pop;0.709;7;-4.633
Nicole Scherzinger;Don't Hold Your Breath;197440;2011;110.955;pop, Dance/Electronic;0.797;5;-6.096
Avril Lavigne;Sk8er Boi;204000;2002;149.937;pop;0.9;0;-4.417
Michelle Branch;All You Wanted;217680;2001;96.103;pop, Folk/Acoustic;0.72;8;-9.101
Pharrell Williams;Frontin' (feat. Jay-Z) - Club Mix;236506;2003;102.009;hip hop, pop;0.404;9;-5.913
Dido;White Flag;240040;2003;169.951;pop;0.525;5;-6.823
50 Cent;P.I.M.P.;249480;2003;84.722;hip hop, pop;0.772;10;-3.024
Bryson Tiller;Exchange;194613;2015;160.108;hip hop, pop, R&B;0.433;6;-10.598
Khalid;Better;229412;2018;97.565;pop, R&B;0.585;0;-10.332
50 Cent;Outta Control - Remix;247506;2005;92.029;hip hop, pop;0.599;8;-5.996
Grouplove;Tongue Tied;218013;2011;112.96;pop, rock, Folk/Acoustic;0.936;3;-5.835
Gym Class Heroes;Cookie Jar (feat. The-Dream);216317;2008;113.053;hip hop, pop;0.668;5;-4.061
Wale;Bad (feat. Rihanna) - Remix;238826;2013;114.038;hip hop, pop, R&B;0.702;6;-6.594
Calvin Harris;One Kiss (with Dua Lipa);214846;2018;123.994;hip hop, pop, Dance/Electronic;0.862;9;-3.24
Lilly Wood and The Prick;Prayer in C - Robin Schulz Radio Edit;189399;2014;123.002;pop, rock;0.886;9;-5.356
Rihanna;Rude Boy;222920;2009;173.906;hip hop, pop, R&B;0.75;11;-4.496
Ray J;One Wish;337640;2005;127.673;hip hop, pop, R&B;0.652;5;-7.042
No Doubt;Hella Good;242586;2001;115.142;rock, pop;0.665;8;-3.954
Kanye West;Mercy;329320;2012;139.993;hip hop;0.496;6;-9.381
James Morrison;Wonderful World;210066;2006;78.969;pop, R&B;0.71;1;-4.606
Jennifer Lopez;Get Right;225533;2005;97.084;hip hop, pop, R&B;0.759;0;-5.096
Klangkarussell;Sonnentanz - Sun Don't Shine;238120;2014;119.74;pop, Dance/Electronic;0.549;5;-8.262
Saving Abel;Addicted;222826;2008;138.018;rock, metal;0.864;7;-4.146
Will Young;Leave Right Now;214733;2003;81.931;pop;0.445;6;-8.674
Lady Gaga;LoveGame;216333;2008;105.024;pop;0.678;6;-5.611
Lorde;Homemade Dynamite - REMIX;214254;2017;106.996;pop, Dance/Electronic;0.548;0;-4.997
Avril Lavigne;What the Hell;220706;2011;149.976;pop;0.926;6;-3.689
Post Malone;Circles;215280;2019;120.042;hip hop;0.762;0;-3.497
Kings of Leon;Sex on Fire;203346;2008;153.398;rock;0.905;9;-5.653
Dynoro;In My Mind;184560;2018;125.905;pop, Dance/Electronic;0.77;6;-5.335
Modjo;Lady - Hear Me Tonight;307153;2001;126.041;Dance/Electronic;0.808;6;-5.627
Katy Perry;Unconditionally;228878;2013;129.003;pop;0.729;7;-4.813
Keane;Is It Any Wonder?;186173;2006;129.352;pop;0.955;11;-2.771
Fabolous;Into You (feat. Tamia);295773;2003;182.12;hip hop, pop, R&B;0.538;7;-7.886
Fat Joe;Get It Poppin' (feat. Nelly) - Radio Version;211320;2005;100.813;hip hop, pop;0.55;1;-7.558
Frank Ocean;Pink + White;184516;2016;159.738;hip hop, pop, R&B;0.552;9;-7.45
Jim Jones;We Fly High;236080;2006;120.226;hip hop, pop;0.8;1;-6.564
J. Holiday;Bed;275106;2007;127.901;hip hop, pop, R&B, Dance/Electronic;0.606;5;-7.268
Jennifer Lopez;Play;211493;2001;104.719;hip hop, pop, R&B;0.729;1;-4.229
Erick Sermon;Music (feat. Marvin Gaye);223133;2001;100.01;hip hop, pop;0.466;10;-9.053
Gabriella Cilmi;Sweet About Me;202133;2008;131.977;R&B;0.701;6;-5.035
Just Jack;Starz In Their Eyes;295933;2006;123.802;Dance/Electronic;0.8;3;-6.731
Rihanna;Disturbia;238626;2008;124.921;hip hop, pop, R&B;0.813;11;-4.515
Black Eyed Peas;Imma Be;257560;2009;92.035;hip hop, pop;0.517;0;-6.963
Far East Movement;Like A G6;216893;2010;124.913;hip hop, pop;0.837;3;-8.126
Limp Bizkit;Rollin' (Air Raid Vehicle);213760;2000;96.306;metal;0.933;1;-3.358
Ludacris;Southern Hospitality (Featuring Pharrell);300933;2000;95.158;hip hop, pop;0.896;0;-4.719
Creed;With Arms Wide Open;274800;1999;138.852;pop, rock, metal;0.539;0;-8.412
Alan Walker;Faded;212106;2018;179.642;Dance/Electronic;0.627;6;-5.085
Zara Larsson;Lush Life;202213;2015;98.024;pop, Dance/Electronic;0.741;7;-2.86
Melanie C;I Turn To You;352173;1999;135.205;pop, Dance/Electronic;0.803;1;-5.825
O.T. Genasis;CoCo;239573;2014;119.906;hip hop, pop;0.628;8;-5.949
Tyga;Rack City;203200;2012;98.986;hip hop, pop;0.339;1;-10.881
Pretty Ricky;Your Body;240040;2005;90.038;hip hop, pop, R&B;0.594;4;-5.695
Ariana Grande;boyfriend (with Social House);186106;2019;190.097;pop;0.795;10;-3.731
Britney Spears;I'm Not a Girl, Not Yet a Woman;231066;2001;78.996;pop;0.543;3;-6.857
DJ Khaled;All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross);232506;2010;150.1;hip hop, pop;0.781;10;-3.616
G-Eazy;Him & I;268866;2017;87.908;hip hop, pop;0.731;2;-6.343
Rita Ora;I Will Never Let You Down;203466;2014;128.011;hip hop, pop, Dance/Electronic;0.801;4;-3.215
Christina Milian;Dip It Low;197186;2004;169.131;hip hop, pop, R&B;0.722;11;-4.207
Tweet;Oops (Oh My) [feat. Missy Elliott];237800;2002;159.963;hip hop, pop, R&B;0.536;10;-8.786
Ashanti;Happy;262226;2002;89.488;hip hop, pop, R&B;0.515;2;-6.553
The Fray;You Found Me;241853;2009;151.994;pop;0.803;8;-5.412
Mario;Let Me Love You;256733;2004;94.514;pop, R&B;0.578;7;-8.97
Chris Brown;Turn Up the Music;227973;2012;129.925;hip hop, pop, R&B;0.841;1;-5.792
Edward Maya;Stereo Love - Radio Edit;184573;2010;127.041;pop;0.783;1;-3.896
Liam Payne;Strip That Down;204502;2017;106.028;pop;0.485;6;-5.595
U2;Vertigo;193520;2004;140.083;World/Traditional, rock;0.819;9;-3.974
A.R. Rahman;Jai Ho! (You Are My Destiny);222400;2009;136.202;set();0.941;8;-3.919
